Linha,Código do PED,Endereço,Latitude,Longitude
070 – Ida,568,"Av. Fábio Pires, 124","-19,64537","-43,2312"
070 – Ida,566,"Av. Fábio Pires, 234","-19,64662","-43,23086"
070 – Ida,565,"R. José De Alencar, 308","-19,64771","-43,22981"
070 – Ida,563,"R. José De Alencar, 410","-19,64846","-43,22941"
070 – Ida,560,"R. Coelho Neto, 30","-19,64877","-43,22943"
070 – Ida,559,"R. Coelho Neto, 58","-19,64858","-43,22971"
070 – Ida,588,"R. Nazaré, 61","-19,64954","-43,21736"
070 – Ida,555,"R. Casemiro De Abreu, 53","-19,65092","-43,22951"
070 – Ida,553,"R. Castro Alves, 226","-19,64983","-43,23049"
070 – Ida,551,"R. Olávo Bilac, 231","-19,65018","-43,23093"
070 – Ida,549,"R. Afonso Pena, 494","-19,6503","-43,23169"
070 – Ida,582,R. Manoel Bandeira,"-19,65147","-43,23237"
070 – Ida,136,"R. Afonso Arinos, 600","-19,65268","-43,23228"
070 – Ida,203,"R. H, 110","-19,65413","-43,23248"
070 – Ida,212,"R. Humberto Campos, 712","-19,6553","-43,23136"
070 – Ida,299,"R. Quinze, 190","-19,65623","-43,23168"
070 – Ida,174,"R. Dez, 32","-19,65744","-43,23209"
070 – Ida,170,"R. Dez, 186","-19,65848","-43,23162"
070 – Ida,172,"R. Dez, 286","-19,6595","-43,23122"
070 – Ida,256,"R. Oito, 100","-19,66045","-43,23053"
070 – Ida,117,"Av. Vinte, 456","-19,66127","-43,23128"
070 – Ida,120,"Av. Vinte, 648","-19,66316","-43,23045"
070 – Ida,112,"Av. Vinte, 160","-19,66417","-43,22991"
070 – Ida,114,"Av. Vinte, 422","-19,66602","-43,22832"
070 – Ida,111,"Av. Vinte, 720","-19,66727","-43,22671"
070 – Ida,225,"R. José João Bernadino, S/N.","-19,66852","-43,22509"
070 – Ida,223,R. José João Bernadino,"-19,66782","-43,22304"
070 – Ida,209,R. Humberto Campos 5,"-19,67236","-43,22161"
070 – Ida,207,R. Humberto Campos 3,"-19,67566","-43,22201"
070 – Ida,208,R. Humberto Campos 4,"-19,67978","-43,2235"
070 – Ida,58,"Av. Hematita, 252","-19,68209","-43,223231"
070 – Ida,60,"Av. Hematita, 342","-19,68331","-43,22291"
070 – Ida,63,"Av. Hematita, 730","-19,68342","-43,21895"
070 – Ida,61,"Av. Hematita, 520","-19,68252","-43,21746"
070 – Ida,55,"Av. Hematita, 1270","-19,68114","-43,21313"
070 – Ida,150,"R. Columbita, 155","-19,6822","-43,2128"
070 – Ida,145,R. Columbita 1,"-19,68557","-43,21463"
070 – Ida,146,R. Columbita 2,"-19,6883","-43,21574"
070 – Ida,1037,Baixada Grande. 1,"-19,6871675","-43,2178813"
070 – Ida,1040,Baixada Grande. 4,"-19,6872281","-43,2193136"
070 – Ida,1041,Baixada Grande. 5,"-19,6861573","-43,2202524"
070 – Ida,1044,R. Quatro. 2,"-19,6857734","-43,2225537"
070 – Ida,1046,R. Quatro. 4,"-19,6853491","-43,2237071"
070 – Ida,1048,Ponto 1002,"-19,6850562","-43,2240987"
070 – Ida,1049,"R. Seis, 186","-19,6849855","-43,2248712"
070 – Ida,217,"R. Joaquim Costa, 1","-19,68592","-43,22583"
070 – Ida,219,"R. Joaquim Costa, 185","-19,68732","-43,22658"
070 – Ida,216,R. Joaquim Costa,"-19,68856","-43,22625"
070 – Volta,216,R. Joaquim Costa,"-19,68856","-43,22625"
070 – Volta,218,"R. Joaquim Costa, 180","-19,68732","-43,22651"
070 – Volta,220,"R. Joaquim Costa, 4","-19,686","-43,22575"
070 – Volta,309,R. Seis,"-19,68513","-43,22476"
070 – Volta,1047,"R. Três, 80","-19,6851572","-43,2242864"
070 – Volta,1045,R. Quatro. 3,"-19,6855209","-43,2237768"
070 – Volta,1043,R. Quatro. 1,"-19,685935","-43,222661"
070 – Volta,1042,Baixada Grande. 6,"-19,686324","-43,2202202"
070 – Volta,1039,Baixada Grande. 3,"-19,6872735","-43,2195282"
070 – Volta,1038,Baixada Grande. 2 ,"-19,6873089","-43,2177472"
070 – Volta,144,R. Columbita,"-19,68831","-43,21565"
070 – Volta,147,R. Columbita 3,"-19,6856","-43,21453"
070 – Volta,149,"R. Columbita, 481","-19,68212","-43,21262"
070 – Volta,56,"Av. Hematita, 1275","-19,68104","-43,21314"
070 – Volta,62,"Av. Hematita, 525","-19,68244","-43,21752"
070 – Volta,64,"Av. Hematita, 731","-19,68333","-43,21899"
070 – Volta,59,"Av. Hematita, 335","-19,68327","-43,22278"
070 – Volta,57,"Av. Hematita, 129","-19,68208","-43,22311"
070 – Volta,204,R. Humberto Campos,"-19,67984","-43,22334"
070 – Volta,205,R. Humberto Campos 1,"-19,67568","-43,22186"
070 – Volta,206,R. Humberto Campos 2,"-19,67233","-43,22143"
070 – Volta,226,"R. José João Bernadino, S/N 1","-19,6677","-43,22306"
070 – Volta,224,R. José João Bernadino 1,"-19,6684","-43,22516"
070 – Volta,121,"Av. Vinte, 699","-19,66694","-43,22659"
070 – Volta,115,"Av. Vinte, 425","-19,66586","-43,22825"
070 – Volta,113,"Av. Vinte, 145","-19,66413","-43,22978"
070 – Volta,119,"Av. Vinte, 637","-19,66312","-43,23025"
070 – Volta,118,"Av. Vinte, 445","-19,66113","-43,23118"
070 – Volta,257,"R. Oito, 145","-19,66041","-43,23025"
070 – Volta,171,"R. Dez, 285","-19,65937","-43,23114"
070 – Volta,169,"R. Dez, 165","-19,65842","-43,23151"
070 – Volta,173,"R. Dez, 31","-19,65742","-43,23196"
070 – Volta,298,"R. Quinze, 141","-19,65638","-43,23164"
070 – Volta,211,"R. Humberto Campos, 27","-19,65512","-43,23142"
070 – Volta,202,"R. H, 105","-19,65393","-43,23218"
070 – Volta,135,"R. Afonso Arinos, 523","-19,65252","-43,23221"
070 – Volta,547,"R. São Mateus, 103","-19,65159","-43,23306"
070 – Volta,548,R. São Mateus,"-19,65083","-43,2328"
070 – Volta,550,"R. Afonso Pena, 435","-19,65048","-43,23167"
070 – Volta,552,"R. Olávo Bilac, 234","-19,65021","-43,23083"
070 – Volta,554,"R. Castro Alves, 694","-19,65121","-43,22985"
070 – Volta,556,"R. Casemiro De Abreu, 54","-19,6509","-43,2294"
070 – Volta,557,"R. Casemiro De Abreu, 196","-19,6498","-43,22993"
070 – Volta,561,"R. Coelho Neto, 31","-19,64879","-43,2295"
070 – Volta,562,"R. José De Alencar, 409","-19,64844","-43,22933"
070 – Volta,564,"R. José De Alencar, 307","-19,64769","-43,22974"
070 – Volta,567,"Av. Fábio Pires, 121","-19,64537","-43,2311"
070 – Volta,570,"R. Madre Maria De Jesus, 282","-19,64427","-43,23049"
070 – Volta,571,"R. Madre Maria De Jesus, 2","-19,64339","-43,2288"
070 – Volta,575,"Av. Brasil, 586","-19,64299","-43,23059"
070 – Volta,576,"Av. Brasil, 440","-19,64243","-43,23145"
070 – Volta,578,"Av. Brasil, 593","-19,64153","-43,23264"
070 – Volta,580,Av. Brasil - Praça Rotary,"-19,64061","-43,23384"
070 – Volta,108,"Av. Rio Doce, 119","-19,63916","-43,2364"
070 – Volta,110,"Av. Rio Doce, 271","-19,63655","-43,23673"
070 – Volta,330,"R. Topázio, 100","-19,6345","-43,2365"
070 – Volta,235,R. Júpiter,"-19,63019","-43,23655"
070 – Volta,246,"R. Minerva, 93","-19,63","-43,23528"
070 – Volta,328,"R. Tenente Antônio Camilo, 30","-19,62855","-43,23337"
070 – Volta,327,"R. Tenente Antônio Camilo, 180","-19,62935","-43,23216"
070 – Volta,37,"Av. Duque De Caxias, 24","-19,63002","-43,23038"
070 – Volta,73,"Av. João Pinheiro, 38","-19,62736","-43,23036"
070 – Volta,72,"Av. João Pinheiro, 348","-19,62603","-43,2274"
070 – Volta,75,"Av. João Pinheiro, 658","-19,62463","-43,22461"
070 – Volta,7,"Av. Carlos Drumond De Andrade, 549","-19,621599","-43,223589"
070 – Volta,6,"Av. Carlos Drumond De Andrade, 391","-19,61941","-43,22455"
070 – Volta,8,"Av. Carlos Drumond De Andrade, 819","-19,61737","-43,226019"
070 – Volta,81,"Av. João Soares Da Silva, 353","-19,61563","-43,22726"
070 – Volta,83,"Av. João Soares Da Silva, 789","-19,61229","-43,22768"
070 – Volta,78,Av. João Soares Da Silva - SENAI,"-19,61209","-43,22307"
070 – Volta,15,"Av. Cauê, 597","-19,61226","-43,22201"
070 – Volta,168,"R. Desembargador Drumond, 5","-19,61377","-43,22098"
070 – Volta,127,Praça Do Campestre,"-19,61416","-43,22082"
070.3 – Ida,4,Av. Carlos Drumond De Andrade - Terminal,"-19,62074","-43,22401"
070.3 – Ida,76,"Av. João Pinheiro, 707","-19,62456","-43,22491"
070.3 – Ida,74,"Av. João Pinheiro, 454","-19,62584","-43,2274"
070.3 – Ida,71,"Av. João Pinheiro, 105","-19,62705","-43,22976"
070.3 – Ida,142,"R. Cesário Alvim Sobrinho, 220","-19,62816","-43,2327"
070.3 – Ida,329,"R. Tenente Antônio Camilo, 33","-19,62849","-43,23335"
070.3 – Ida,255,"R. Netuno, 38","-19,62888","-43,23466"
070.3 – Ida,253,"R. Netuno, 102","-19,62945","-43,23618"
070.3 – Ida,254,"R. Netuno, 272","-19,62922","-43,23709"
070.3 – Ida,123,Estr. Cento E Cinco,"-19,6305","-43,23717"
070.3 – Ida,125,Estr. Cento E Cinco - Saída Areão,"-19,63467","-43,23886"
070.3 – Ida,107,Av. Rio Doce - Praça do Areão,"-19,63595","-43,23669"
070.3 – Ida,109,"Av. Rio Doce, 120","-19,63929","-43,23649"
070.3 – Ida,581,"Av. Brasil, 418","-19,64071","-43,2339"
070.3 – Ida,579,"Av. Brasil, 580","-19,64164","-43,23274"
070.3 – Ida,577,"Av. Brasil, 766","-19,64252","-43,23159"
070.3 – Ida,574,"Av. Brasil, 876","-19,64311","-43,23058"
070.3 – Ida,569,"R. Jason Bragança, 80","-19,64408","-43,23099"
070.3 – Ida,568,"Av. Fábio Pires, 124","-19,64537","-43,2312"
070.3 – Ida,566,"Av. Fábio Pires, 234","-19,64662","-43,23086"
070.3 – Ida,565,"R. José De Alencar, 308","-19,64771","-43,22981"
070.3 – Ida,563,"R. José De Alencar, 410","-19,64846","-43,22941"
070.3 – Ida,560,"R. Coelho Neto, 30","-19,64877","-43,22943"
070.3 – Ida,559,"R. Coelho Neto, 58","-19,64858","-43,22971"
070.3 – Ida,588,"R. Nazaré, 61","-19,64954","-43,21736"
070.3 – Ida,555,"R. Casemiro De Abreu, 53","-19,65092","-43,22951"
070.3 – Ida,553,"R. Castro Alves, 226","-19,64983","-43,23049"
070.3 – Ida,551,"R. Olávo Bilac, 231","-19,65018","-43,23093"
070.3 – Ida,549,"R. Afonso Pena, 494","-19,6503","-43,23169"
070.3 – Ida,582,R. Manoel Bandeira,"-19,65147","-43,23237"
070.3 – Ida,136,"R. Afonso Arinos, 600","-19,65268","-43,23228"
070.3 – Ida,203,"R. H, 110","-19,65413","-43,23248"
070.3 – Ida,212,"R. Humberto Campos, 712","-19,6553","-43,23136"
070.3 – Ida,299,"R. Quinze, 190","-19,65623","-43,23168"
070.3 – Ida,174,"R. Dez, 32","-19,65744","-43,23209"
070.3 – Ida,170,"R. Dez, 186","-19,65848","-43,23162"
070.3 – Ida,172,"R. Dez, 286","-19,6595","-43,23122"
070.3 – Ida,256,"R. Oito, 100","-19,66045","-43,23053"
070.3 – Ida,117,"Av. Vinte, 456","-19,66127","-43,23128"
070.3 – Ida,120,"Av. Vinte, 648","-19,66316","-43,23045"
070.3 – Ida,112,"Av. Vinte, 160","-19,66417","-43,22991"
070.3 – Ida,114,"Av. Vinte, 422","-19,66602","-43,22832"
070.3 – Ida,111,"Av. Vinte, 720","-19,66727","-43,22671"
070.3 – Ida,225,"R. José João Bernadino, S/N.","-19,66852","-43,22509"
070.3 – Ida,223,R. José João Bernadino,"-19,66782","-43,22304"
070.3 – Ida,209,R. Humberto Campos 5,"-19,67236","-43,22161"
070.3 – Ida,207,R. Humberto Campos 3,"-19,67566","-43,22201"
070.3 – Ida,297,R. Quatro,"-19,67187","-43,21714"
070.3 – Ida,122,Campus UNIFEI,"-19,67386","-43,21307"
070.3 – Ida,208,R. Humberto Campos 4,"-19,67978","-43,2235"
070.3 – Ida,58,"Av. Hematita, 252","-19,68209","-43,223231"
070.3 – Ida,60,"Av. Hematita, 342","-19,68331","-43,22291"
070.3 – Ida,63,"Av. Hematita, 730","-19,68342","-43,21895"
070.3 – Ida,61,"Av. Hematita, 520","-19,68252","-43,21746"
070.3 – Ida,55,"Av. Hematita, 1270","-19,68114","-43,21313"
070.3 – Ida,150,"R. Columbita, 155","-19,6822","-43,2128"
070.3 – Ida,145,R. Columbita 1,"-19,68557","-43,21463"
070.3 – Ida,146,R. Columbita 2,"-19,6883","-43,21574"
070.3 – Ida,1037,Baixada Grande. 1,"-19,6871675","-43,2178813"
070.3 – Ida,1040,Baixada Grande. 4,"-19,6872281","-43,2193136"
070.3 – Ida,1041,Baixada Grande. 5,"-19,6861573","-43,2202524"
070.3 – Ida,1044,R. Quatro. 2,"-19,6857734","-43,2225537"
070.3 – Ida,1046,R. Quatro. 4,"-19,6853491","-43,2237071"
070.3 – Ida,1048,Ponto 1002,"-19,6850562","-43,2240987"
070.3 – Ida,1049,"R. Seis, 186","-19,6849855","-43,2248712"
070.3 – Ida,217,"R. Joaquim Costa, 1","-19,68592","-43,22583"
070.3 – Ida,219,"R. Joaquim Costa, 185","-19,68732","-43,22658"
070.3 – Ida,216,R. Joaquim Costa,"-19,68856","-43,22625"
070.2 – Ida,127,Praça Do Campestre,"-19,61416","-43,22082"
070.2 – Ida,12,"Av. Cauê, 378","-19,61362","-43,22029"
070.2 – Ida,16,"Av. Cauê, 598","-19,6121","-43,22194"
070.2 – Ida,80,"Av. João Soares Da Silva, 1322","-19,611837","-43,22309"
070.2 – Ida,79,"Av. João Soares Da Silva, 1034","-19,611944","-43,228151"
070.2 – Ida,82,"Av. João Soares Da Silva, 354","-19,61537","-43,22727"
070.2 – Ida,77,Av. João Soares Da Silva - HNSD,"-19,61641","-43,22831"
070.2 – Ida,179,"R. Dona Zezeca, S/N","-19,61716","-43,22718"
070.2 – Ida,9,"Av. Carlos Drumond De Andrade, S/N","-19,61794","-43,22584"
070.2 – Ida,5,"Av. Carlos Drumond De Andrade, 350","-19,61986","-43,22456"
070.2 – Ida,4,Av. Carlos Drumond De Andrade - Terminal,"-19,62074","-43,22401"
070.2 – Ida,76,"Av. João Pinheiro, 707","-19,62456","-43,22491"
070.2 – Ida,74,"Av. João Pinheiro, 454","-19,62584","-43,2274"
070.2 – Ida,71,"Av. João Pinheiro, 105","-19,62705","-43,22976"
070.2 – Ida,142,"R. Cesário Alvim Sobrinho, 220","-19,62816","-43,2327"
070.2 – Ida,329,"R. Tenente Antônio Camilo, 33","-19,62849","-43,23335"
070.2 – Ida,255,"R. Netuno, 38","-19,62888","-43,23466"
070.2 – Ida,253,"R. Netuno, 102","-19,62945","-43,23618"
070.2 – Ida,254,"R. Netuno, 272","-19,62922","-43,23709"
070.2 – Ida,123,Estr. Cento E Cinco,"-19,6305","-43,23717"
070.2 – Ida,125,Estr. Cento E Cinco - Saída Areão,"-19,63467","-43,23886"
070.2 – Ida,107,Av. Rio Doce - Praça do Areão,"-19,63595","-43,23669"
070.2 – Ida,109,"Av. Rio Doce, 120","-19,63929","-43,23649"
070.2 – Ida,581,"Av. Brasil, 418","-19,64071","-43,2339"
070.2 – Ida,579,"Av. Brasil, 580","-19,64164","-43,23274"
070.2 – Ida,577,"Av. Brasil, 766","-19,64252","-43,23159"
070.2 – Ida,574,"Av. Brasil, 876","-19,64311","-43,23058"
070.2 – Ida,569,"R. Jason Bragança, 80","-19,64408","-43,23099"
070.2 – Ida,568,"Av. Fábio Pires, 124","-19,64537","-43,2312"
070.2 – Ida,566,"Av. Fábio Pires, 234","-19,64662","-43,23086"
070.2 – Ida,565,"R. José De Alencar, 308","-19,64771","-43,22981"
070.2 – Ida,563,"R. José De Alencar, 410","-19,64846","-43,22941"
070.2 – Ida,560,"R. Coelho Neto, 30","-19,64877","-43,22943"
070.2 – Ida,559,"R. Coelho Neto, 58","-19,64858","-43,22971"
070.2 – Ida,588,"R. Nazaré, 61","-19,64954","-43,21736"
070.2 – Ida,555,"R. Casemiro De Abreu, 53","-19,65092","-43,22951"
070.2 – Ida,553,"R. Castro Alves, 226","-19,64983","-43,23049"
070.2 – Ida,551,"R. Olávo Bilac, 231","-19,65018","-43,23093"
070.2 – Ida,549,"R. Afonso Pena, 494","-19,6503","-43,23169"
070.2 – Ida,582,R. Manoel Bandeira,"-19,65147","-43,23237"
070.2 – Ida,136,"R. Afonso Arinos, 600","-19,65268","-43,23228"
070.2 – Ida,203,"R. H, 110","-19,65413","-43,23248"
070.2 – Ida,212,"R. Humberto Campos, 712","-19,6553","-43,23136"
070.2 – Ida,299,"R. Quinze, 190","-19,65623","-43,23168"
070.2 – Ida,174,"R. Dez, 32","-19,65744","-43,23209"
070.2 – Ida,170,"R. Dez, 186","-19,65848","-43,23162"
070.2 – Ida,172,"R. Dez, 286","-19,6595","-43,23122"
070.2 – Ida,256,"R. Oito, 100","-19,66045","-43,23053"
070.2 – Ida,117,"Av. Vinte, 456","-19,66127","-43,23128"
070.2 – Ida,120,"Av. Vinte, 648","-19,66316","-43,23045"
070.2 – Ida,112,"Av. Vinte, 160","-19,66417","-43,22991"
070.2 – Ida,114,"Av. Vinte, 422","-19,66602","-43,22832"
070.2 – Ida,111,"Av. Vinte, 720","-19,66727","-43,22671"
070.2 – Ida,225,"R. José João Bernadino, S/N.","-19,66852","-43,22509"
070.2 – Ida,223,R. José João Bernadino,"-19,66782","-43,22304"
070.2 – Ida,209,R. Humberto Campos 5,"-19,67236","-43,22161"
070.2 – Ida,207,R. Humberto Campos 3,"-19,67566","-43,22201"
070.2 – Ida,297,R. Quatro,"-19,67187","-43,21714"
070.2 – Ida,122,Campus UNIFEI,"-19,67386","-43,21307"
070.2 – Ida,208,R. Humberto Campos 4,"-19,67978","-43,2235"
